  0.000000000  0.000000000  0.000000000      36       0
       1       1  -10.394563438   -0.000000000
       1       2  -10.788151748    0.000000000
       1       3  -10.788154920    0.000000000
       1       4  -10.788150417   -0.000000000
       1       5  -10.788151641    0.000000000
       1       6  -10.788153659    0.000000000
       1       7  -10.788152745    0.000000000
       1       8  -10.513541053   -0.000000000
       1       9  -10.513543307   -0.000000000
       1      10  -10.513539605   -0.000000000
       1      11  -10.513544654    0.000000000
       1      12  -10.513541077   -0.000000000
       1      13  -10.513542707   -0.000000000
       1      14  -11.279726914   -0.000000000
       1      15  -11.279727145    0.000000000
       1      16  -11.279727215    0.000000000
       1      17   -8.879568739   -0.000000000
       1      18   -8.879569889   -0.000000000
       1      19   -8.879554299   -0.000000000
       1      20   -8.879553205    0.000000000
       1      21   -8.879572489   -0.000000000
       1      22   -8.879555819   -0.000000000
       1      23   -9.926484272    0.000000000
       1      24   -9.926484417   -0.000000000
       1      25   -9.926484619   -0.000000000
       1      26  -10.841083232   -0.000000000
       1      27   -7.755241386   -0.000000000
       1      28   -9.960104105   -0.000000000
       1      29   -9.960104158    0.000000000
       1      30  -10.459096113    0.000000000
       1      31  -10.459099317   -0.000000000
       1      32  -10.459099569   -0.000000000
       1      33  -10.459104863   -0.000000000
       1      34  -10.459102877   -0.000000000
       1      35  -10.459103842   -0.000000000
       1      36   -8.217039798    0.000000000
